		skill_uuid	onet_soc_code	onet_element_id	skill_name	count
1380	107455	107455	17-2199.06	43232605	process simulation software	46
1381	107458	107458	17-2199.06	43232604	schematic capture software	24
1382	107463	107463	17-2199.06	43232608	statistical process control spc software	9
1383	107487	107487	17-2199.07	41103003	cryostats	2
1384	107491	107491	17-2199.07	41111908	digital panel meters	1
1385	107573	107573	17-2199.07	43232605	spectroscopy software	1
1386	107585	107585	17-2199.08	39121020	signal conditioners	25
1387	107587	107587	17-2199.08	41111934	torque meters	4
1388	107588	107588	17-2199.08	43211718	vision systems	277
1389	107612	107612	17-2199.08	43232701	player	124742
1390	107613	107613	17-2199.08	43232406	profilers	27
1391	107618	107618	17-2199.08	43232605	stage	3706
1392	107627	107627	17-2199.09	41115407	atomic absorption spectrometers	1
1393	107662	107662	17-2199.09	23131509	lapping machines	3
1394	107704	107704	17-2199.09	41112214	temperature controllers	11
1395	107711	107711	17-2199.09	41104509	vacuum ovens	1
1396	107746	107746	17-2199.09	43232605	nwchem	1
1397	107811	107811	17-2199.10	43232605	skm systems analysis power tools	11
1398	107818	107818	17-2199.10	43232605	windsim	1
1399	107827	107827	17-2199.11	41114602	compression testers	3
1400	107829	107829	17-2199.11	41101803	coulometers	1
1401	107832	107832	17-2199.11	43211715	data loggers	23
1402	107842	107842	17-2199.11	41103410	environmental chambers	16
1403	107845	107845	17-2199.11	23151503	film extruders	1
1404	107875	107875	17-2199.11	41113628	meggers	12
1405	107891	107891	17-2199.11	41113708	power quality meters	3
1406	107892	107892	17-2199.11	27113101	pull testers	5
1407	107921	107921	17-2199.11	45121515	video cameras	38
1408	107947	107947	17-2199.11	43232605	pvsyst	20
1409	107952	107952	17-2199.11	43232605	solar advisor model	2
1410	107962	107962	17-3011.01	44111807	electronic scales	18
1411	107988	107988	17-3011.01	43232102	animation software	11
1412	107994	107994	17-3011.01	43232604	autodesk revit architecture	5
1413	107999	107999	17-3011.01	43232102	corel paint shop pro	1
1414	108015	108015	17-3011.01	43232102	microsoft paint	1
1415	108019	108019	17-3011.01	43232102	motion graphics software	1
1416	108021	108021	17-3011.01	43232111	scanning software	35
1417	108085	108085	17-3011.02	43232104	specification software	24
1418	108099	108099	17-3012.01	43231602	epicor vantage	29
1419	108135	108135	17-3012.02	43232604	bentley autoplant	60
1420	108158	108158	17-3013.00	43212107	cutting plotters	1
1421	108183	108183	17-3013.00	43232604	autodesk mechanical	1
1422	108217	108217	17-3021.00	27131505	air drills	1
1423	108221	108221	17-3021.00	27111710	allen wrenches	16
1424	108224	108224	17-3021.00	27111616	ball peen hammers	3
1425	108228	108228	17-3021.00	41111647	bore gauges	26
1426	108229	108229	17-3021.00	41111716	borescopes	11
1427	108231	108231	17-3021.00	27111705	box end wrenches	4
1428	108232	108232	17-3021.00	23271821	brazing equipment	4
1429	108236	108236	17-3021.00	27111713	combination wrenches	3
1430	108241	108241	17-3021.00	41112401	depth gauges	152
1431	108242	108242	17-3021.00	41111601	depth micrometers	6
1432	108243	108243	17-3021.00	41111621	dial calipers	47
1433	108249	108249	17-3021.00	23241801	drill presses	248
1434	108254	108254	17-3021.00	46191601	fire extinguishers	58
1435	108255	108255	17-3021.00	27111929	flat files	36
1436	108264	108264	17-3021.00	41111618	gauge blocks	32
1437	108266	108266	17-3021.00	41111918	gyroscopes	7
1438	108269	108269	17-3021.00	27111519	hand snips	2
1439	108278	108278	17-3021.00	27111601	mallets	2
1440	108280	108280	17-3021.00	41111601	micrometers	1811
1441	108286	108286	17-3021.00	23153501	paint booths	73
1442	108290	108290	17-3021.00	41111619	plug gauges	7
1443	108301	108301	17-3021.00	27111930	round files	1
1444	108304	108304	17-3021.00	27112160	safety wire pliers	1
1445	108320	108320	17-3021.00	27111807	straightedges	18
1446	108323	108323	17-3021.00	41111715	telescopes	4
1447	108329	108329	17-3021.00	41111607	thread gauges	23
1448	108330	108330	17-3021.00	27111715	torque wrenches	129
1449	108335	108335	17-3021.00	41111618	v blocks	8
1450	108340	108340	17-3021.00	41114624	vibration transducers	2
1451	108343	108343	17-3021.00	23271821	welding torches	7
1452	108380	108380	17-3022.00	27111509	hand augers	3
1453	108383	108383	17-3022.00	41113024	hydrometers	2
1454	108386	108386	17-3022.00	41111502	laboratory balances	1
1455	108412	108412	17-3022.00	27111615	sledgehammers	380
1456	108457	108457	17-3022.00	43232604	revit	1368
1457	108469	108469	17-3023.01	41111905	current probes	9
1458	108491	108491	17-3023.01	32101524	phase shifters	6
1459	108493	108493	17-3023.01	27112703	power drills	2
1460	108500	108500	17-3023.01	23271603	soldering equipment	43
1461	108501	108501	17-3023.01	23271607	soldering stations	7
1462	108504	108504	17-3023.01	41112802	tachometers	9
1463	108505	108505	17-3023.01	39121003	transformers	722
1464	108506	108506	17-3023.01	41111905	voltage probes	1
1465	108512	108512	17-3023.01	27111511	wire cutters	17
1466	108513	108513	17-3023.01	27111510	wire strippers	59
1467	108524	108524	17-3023.01	43233004	emulators	234
1468	108555	108555	17-3023.03	23271607	desoldering stations	1
1469	108641	108641	17-3023.03	43232608	rockwell rsview	2
1470	108649	108649	17-3024.00	41115609	conductivity sensors	8
1471	108657	108657	17-3024.00	27111803	framing squares	6
1472	108659	108659	17-3024.00	27111602	hammers	221
1473	108663	108663	17-3024.00	41111615	laser alignment tools	1
1474	108670	108670	17-3024.00	23241511	pipe threading machines	1
1475	108675	108675	17-3024.00	46181804	protective goggles	2
1476	108677	108677	17-3024.00	27111703	socket wrench sets	1
1477	108696	108696	17-3024.00	43232608	motion control software	5
1478	108698	108698	17-3024.00	43233004	operating system software	106
1479	108706	108706	17-3024.01	41111906	chart recorders	11
1480	108709	108709	17-3024.01	27112703	electric drills	11
1481	108727	108727	17-3024.01	32101628	programmable automation controllers pac	1
1482	108732	108732	17-3024.01	23271603	soldering tools	20
1483	108739	108739	17-3024.01	43232605	analytical software	180
1484	108779	108779	17-3025.00	41104005	bailers	1
1485	108781	108781	17-3025.00	41121803	beakers	4
1486	108787	108787	17-3025.00	41101518	blenders	50
1487	108791	108791	17-3025.00	41113315	carbon analyzers	2
1488	108792	108792	17-3025.00	41103502	chemical fume hoods	1
1489	108810	108810	17-3025.00	41104301	fermenters	2
1490	108817	108817	17-3025.00	41115401	fluorimeters	1
1491	108820	108820	17-3025.00	41103005	freezers	217
1492	108822	108822	17-3025.00	41121809	funnels	16
1493	108823	108823	17-3025.00	41104609	furnaces	222
1494	108830	108830	17-3025.00	41121805	graduated cylinders	2
1495	108848	108848	17-3025.00	41111502	laboratory scales	2
1496	108862	108862	17-3025.00	41112504	meters	2023
1497	108879	108879	17-3025.00	41105102	peristaltic pumps	2
1498	108888	108888	17-3025.00	40151509	reciprocating pumps	6
1499	108932	108932	17-3025.00	41103706	water baths	2
1500	109010	109010	17-3026.00	41111630	dial indicators	170
1501	109018	109018	17-3026.00	24101617	scissor lifts	47
1502	109046	109046	17-3027.00	23271409	arc welding equipment	16
1503	109049	109049	17-3027.00	27112739	belt sanders	7
1504	109053	109053	17-3027.00	27112120	c clamps	65
1505	109058	109058	17-3027.00	27111803	combination squares	10
1506	109063	109063	17-3027.00	27112704	cylindrical grinders	2
1507	109074	109074	17-3027.00	41113702	electronic comparators	1
1508	109075	109075	17-3027.00	23151503	extrusion machines	2
1509	109078	109078	17-3027.00	41111934	force sensors	26
1510	109080	109080	17-3027.00	23271707	gas welding equipment	2
1511	109096	109096	17-3027.00	32101514	linear amplifiers	12
1512	109099	109099	17-3027.00	27112134	long nose pliers	3
1513	109105	109105	17-3027.00	41111712	metallographs	2
1514	109115	109115	17-3027.00	23271707	oxyacetylene welding equipment	6
1515	109116	109116	17-3027.00	27112704	pedestal grinders	1
1516	109130	109130	17-3027.00	23241801	punch presses	31
1517	109131	109131	17-3027.00	41111632	ring gauges	31
1518	109132	109132	17-3027.00	41112503	rotameters	1
1519	109145	109145	17-3027.00	41111645	sine bars	3
1520	109151	109151	17-3027.00	27111802	spirit levels	1
1521	109152	109152	17-3027.00	23271406	spot welders	3
1522	109160	109160	17-3027.00	41112105	temperature sensors	8
1523	109176	109176	17-3027.00	43232605	ansys mechanical	8
1524	109207	109207	17-3027.01	41111621	calipers	1994
1525	109208	109208	17-3027.01	41114501	chassis dynamometers	10
1526	109214	109214	17-3027.01	23242303	engine lathes	28
1527	109227	109227	17-3027.01	41111644	pin gauges	18
1528	109243	109243	17-3027.01	43232605	road simulators	8
1529	109247	109247	17-3029.01	41113637	amp meters	20
1530	109249	109249	17-3029.01	41111717	binoculars	1
1531	109251	109251	17-3029.01	41113604	capacitance testers	1
1532	109253	109253	17-3029.01	52161505	closed circuit television systems	97
1533	109262	109262	17-3029.01	24101602	electric hoists	12
1534	109271	109271	17-3029.01	41111614	height gauges	111
1535	109305	109305	17-3029.01	41111808	x ray equipment	34
1536	109343	109343	17-3029.02	41104501	reflow ovens	54
1537	109352	109352	17-3029.02	43232605	ansoft hfss	11
1538	109360	109360	17-3029.02	43232605	cadence orcad pspice	1
1539	109362	109362	17-3029.02	43232604	cst microwave studio	2
1540	109409	109409	17-3029.03	27111505	iron workers	19
1541	109412	109412	17-3029.03	23101513	machining centers	288
1542	109413	109413	17-3029.03	23101513	manual mills	36
1543	109421	109421	17-3029.03	41111926	proximity sensors	22
1544	109429	109429	17-3029.03	43232605	automation studio	6
1545	109447	109447	17-3029.04	41113630	analog multimeters	1
1546	109460	109460	17-3029.04	43232604	altium designer	23
1547	109470	109470	17-3029.04	43232605	gnuplot	1
1548	109492	109492	17-3029.04	43232911	terminal emulation software	4
1549	109497	109497	17-3029.05	40101701	air conditioning units	708
1550	109498	109498	17-3029.05	40101818	air heaters	3
1551	109499	109499	17-3029.05	24101712	belt conveyors	29
1552	109514	109514	17-3029.05	41112203	melting point apparatus	4
1553	109526	109526	17-3029.05	41112406	vacuum gauges	2
1554	109544	109544	17-3029.05	43232612	delcam powermill	15
1555	109549	109549	17-3029.05	43232102	graphics editing software	4
1556	109555	109555	17-3029.05	43231602	management information systems mis software	1
1557	109569	109569	17-3029.05	43231506	production planning software	6
1558	109599	109599	17-3029.06	27111526	deburring tools	3
1559	109635	109635	17-3029.06	23242403	vertical machining centers	34
1560	109638	109638	17-3029.06	43232608	artificial intelligence software	10
1561	109646	109646	17-3029.06	43232612	delcam software	1
1562	109686	109686	17-3029.07	27112749	angle grinders	3
1563	109689	109689	17-3029.07	23101505	boring machines	9
1564	109690	109690	17-3029.07	27112704	centerless grinding machines	1
1565	109704	109704	17-3029.07	27112704	grinding machines	19
1566	109743	109743	17-3029.07	27112704	tool grinders	27
1567	109774	109774	17-3029.08	31242204	autocollimators	2
1568	109800	109800	17-3029.08	41115307	diode lasers	3
1569	109810	109810	17-3029.08	39121718	fusion splicers	1
1570	109811	109811	17-3029.08	41115307	gas lasers	6
1571	109814	109814	17-3029.08	41103410	humidity chambers	1
1572	109819	109819	17-3029.08	23241505	laser cutting machines	12
1573	109826	109826	17-3029.08	41111714	loupes	1
1574	109828	109828	17-3029.08	41111713	magnifiers	3
1575	109838	109838	17-3029.08	31242101	optical mounts	1
1576	109848	109848	17-3029.08	46181504	protective gloves	66
1577	109849	109849	17-3029.08	46181532	protective gowns	3
1578	109864	109864	17-3029.08	41103410	temperature chambers	3
1579	109888	109888	17-3029.09	27111827	angle plates	8
1580	109891	109891	17-3029.09	23151501	blow molding machines	29
1581	109892	109892	17-3029.09	23101505	boring tools	1
1582	109907	109907	17-3029.09	40102003	electric boilers	1
1583	109914	109914	17-3029.09	27111905	grinders	1438
1584	109920	109920	17-3029.09	23241505	laser cutting equipment	2
1585	109934	109934	17-3029.09	41121513	pipettes	32
1586	109954	109954	17-3029.09	43231510	labeling software	2
1587	109963	109963	17-3029.09	43231602	plant maintenance software	1
1588	109995	109995	17-3029.10	40101826	water heaters	792
1589	110025	110025	17-3029.11	46181810	eyewash stations	1
1590	110026	110026	17-3029.11	46181702	face shields	46
1591	110034	110034	17-3029.11	41113117	helium leak detectors	1
1592	110073	110073	17-3029.11	46182401	safety showers	1
1593	110215	110215	17-3031.01	27112005	axes	410
1594	110223	110223	17-3031.01	41115501	echosounders	3
1595	110237	110237	17-3031.01	27111604	hatchets	6
1596	110238	110238	17-3031.01	27131504	jackhammers	12
1597	110250	110250	17-3031.01	41111903	metal detectors	26
1598	110261	110261	17-3031.01	31241502	prisms	4
1599	110293	110293	17-3031.01	43233506	carlson software	5
1600	110319	110319	17-3031.01	43232605	modeling software	821
1601	110328	110328	17-3031.01	43232605	trimble gps pathfinder	1
1602	110330	110330	17-3031.01	43232306	trimble terrasync	1
1603	110462	110462	19-1011.00	41101504	homogenizers	11
1604	110479	110479	19-1011.00	48101605	meat grinders	1
1605	110500	110500	19-1011.00	42201706	ultrasound probes	1
1606	110521	110521	19-1011.00	43233004	palm os	6
1607	110548	110548	19-1012.00	41104208	dehydration equipment	1
1608	110557	110557	19-1012.00	41101518	emulsifiers	8
1609	110559	110559	19-1012.00	41104806	extractors	37
1610	110565	110565	19-1012.00	48101616	food slicers	3
1611	110573	110573	19-1012.00	48101511	griddles	37
1612	110574	110574	19-1012.00	48101512	grills	656
1613	110594	110594	19-1012.00	23181604	meat saws	2
1614	110596	110596	19-1012.00	41104921	membrane filtration systems	17
1615	110601	110601	19-1012.00	41113322	nitrogen analyzers	2
1616	110608	110608	19-1012.00	41104814	plate heat exchangers	1
1617	110612	110612	19-1012.00	48101521	ranges	11178
1618	110618	110618	19-1012.00	41104804	rotary evaporators	3
1619	110626	110626	19-1012.00	48101524	steam kettles	8
1620	110629	110629	19-1012.00	23181501	stuffers	1
1621	110632	110632	19-1012.00	23181703	thermal processing equipment	3
1622	110666	110666	19-1013.00	41111711	electron microscopes	9
1623	110715	110715	19-1013.00	41104017	sample containers	1
1624	110722	110722	19-1013.00	41114509	tensiometers	1
1625	110758	110758	19-1020.01	41106217	agar plates	1
1626	110775	110775	19-1020.01	41104802	distillation units	7
1627	110818	110818	19-1020.01	41102916	microtomes	22
1628	110867	110867	19-1020.01	41114410	weather stations	1
1629	110868	110868	19-1020.01	41115403	x ray spectrometers	1
1630	110874	110874	19-1020.01	43232605	blat	3
1631	110877	110877	19-1020.01	43232605	cubic	68
1632	110879	110879	19-1020.01	43232605	emboss	1
1633	110882	110882	19-1020.01	43232605	excavator	95
1634	110883	110883	19-1020.01	43232605	fasta	3
1635	110890	110890	19-1020.01	43232605	macvector	1
1636	110897	110897	19-1020.01	43232605	namd	1
1637	110944	110944	19-1021.00	41115807	chemistry analyzers	6
1638	110991	110991	19-1021.00	41102406	hot plates	32
1639	111009	111009	19-1021.00	42203001	linear accelerators	4
1640	111039	111039	19-1021.00	41103809	peptide synthesizers	3
1641	111047	111047	19-1021.00	39121020	power amplifiers	93
1642	111074	111074	19-1021.00	41112202	thermal imagers	6
1643	111285	111285	19-1022.00	41112221	recording thermometers	1
1644	111291	111291	19-1022.00	46181605	safety shoes	331
1645	111301	111301	19-1022.00	41102421	thermocyclers	1
1646	111311	111311	19-1022.00	41104206	water purification systems	2
1647	111348	111348	19-1022.00	43232605	starlims	1
1648	111391	111391	19-1023.00	46182001	dust masks	9
1649	111403	111403	19-1023.00	21111504	gill nets	2
1650	111408	111408	19-1023.00	25111805	jet skis	2
1651	111417	111417	19-1023.00	46181504	leather gloves	3
1652	111434	111434	19-1023.00	52161523	radio telemetry equipment	2
1653	111436	111436	19-1023.00	41111604	rulers	398
1654	111447	111447	19-1023.00	25101903	snowmobiles	23
